Word,DensityAtRadius0.550,DensityAtRadius0.525,DensityAtRadius0.500,DensityAtRadius0.475,DensityAtRadius0.450,DensityAtRadius0.425,DensityAtRadius0.400,DensityAtRadius0.375,DensityAtRadius0.350,GrowthAtRadius0.550,GrowthAtRadius0.525,GrowthAtRadius0.500,GrowthAtRadius0.475,GrowthAtRadius0.450,GrowthAtRadius0.425,GrowthAtRadius0.400,GrowthAtRadius0.375,GrowthAtRadius0.350,IsNeologism
switchgrass,81,170,338,572,958,1501,2172,3096,4365,0.36491767305375594,0.31236395404716805,0.2561804938461835,0.23756560074694483,0.2515158000122716,0.25757473130103503,0.26779793453564193,0.2728009925348569,0.2737214628815431,1
randomization,115,287,648,1192,2034,3078,4378,5000,5000,0.4731969142894802,0.44148355170055936,0.42361952721336943,0.42004945059571297,0.40609632077130486,0.3912562041851309,0.3829366254904245,0.3775428142673553,0.3775428142673553,1
cyberpunk,4,17,47,92,215,426,803,1457,2510,0.7276947759382112,0.6954171587189327,0.6331486127727078,0.6121729148434365,0.5452778801071984,0.5304861543922735,0.5059785386071503,0.4607746153009442,0.42729464248242144,1
ejido,0,1,4,30,102,309,815,1646,2926,NaN,-0.019590777996391615,0.33359744230053917,0.19922921064906624,0.29591059003282943,0.3150144821713045,0.2985320489444472,0.2872724942185195,0.27426458160058986,1
phaser,13,31,83,168,410,752,1388,2396,3949,0.367726740113256,0.42682634915909756,0.36473894203307156,0.3930637659976907,0.3942750900973333,0.406754408535044,0.3757515787466843,0.35568084854609616,0.33735346800523164,1
kickball,27,44,59,105,183,362,678,1363,2592,0.6673077799973538,0.7048373699455371,0.6140324505342848,0.5876192682345055,0.5811713627269204,0.5420365480315105,0.5015102235822322,0.44936674339644755,0.40649373028615615,1
nonresponse,5,34,99,267,647,1299,2323,3623,5000,0.372927258336165,0.41810422024575344,0.41671430678039945,0.4209859923843396,0.4112828004370119,0.4048067104177896,0.39767664089094557,0.39062427364213886,0.37381300656591887,1
audiogram,12,50,148,351,684,1210,2072,3237,4963,0.5124198966995541,0.4809984048168732,0.5065952891412291,0.4495801131835359,0.43704043358116096,0.4146361404060397,0.3954407413125028,0.3737893082532277,0.35317305793064396,1
surimi,110,229,438,746,1199,1773,2532,3518,4778,0.5074873946999735,0.48933949778626984,0.47895161582687135,0.4532026667388816,0.44454917625840257,0.42881573067019596,0.4118728980679214,0.39544803412305346,0.3796218258256654,1
lensing,114,205,398,720,1341,2171,3369,4894,5000,0.439736734366453,0.40565287270897027,0.3752658404354117,0.3622571662898933,0.34797235601952375,0.3351726380623345,0.32640781285743,0.3129375875391906,0.31281296283929994,1
early-onset,352,507,747,1073,1486,2096,3011,4334,5000,0.5649567978820337,0.5577058196204109,0.5350434478750259,0.5100170967636686,0.48333266117919504,0.4551943175446636,0.4197214929592863,0.3897670071712725,0.37881539414787296,1
cybersecurity,16,70,181,349,622,1025,1608,2453,3650,0.6694757504599936,0.6280427235679312,0.6075342208249173,0.585565626275273,0.5801227754507048,0.5508839100303944,0.5209038099418608,0.49176077534142953,0.4691129203332288,1
ronko,7,27,68,178,413,870,1739,3273,5000,0.1619364686712739,0.16713410727171552,0.2908506232870041,0.2562235823744228,0.24262096926245802,0.23890268277916737,0.22547165869579583,0.22063016880332395,0.2294543933299069,1
dumbing,0,1,6,17,79,302,834,1751,3172,NaN,0.48841387451270357,0.3503527758362872,0.4389252687601172,0.43386111893068496,0.42117331882541986,0.37672269082514825,0.34232084090315423,0.31785636859482935,1
novela,1127,1332,1558,1795,2118,2529,3199,4325,5000,-0.09692874924584802,-0.07185704351028795,-0.058157401972782935,-0.04322217515282887,-0.025082891866048906,-0.00530576827608907,0.025158179342728744,0.060870328291010155,0.07968980134177896,1
serotype,261,560,923,1350,1851,2530,3509,4752,5000,0.47518456909490936,0.4418321220328524,0.4190069206434944,0.40244436397978056,0.3877181434185843,0.37163010242911276,0.3485119984021376,0.3308669288640648,0.32877702645089363,1
low-incidence,18,55,145,348,782,1597,2872,4625,5000,0.5678549283134919,0.5400168750719221,0.5538719536850549,0.5240648696985104,0.4973062171349539,0.4652981108953702,0.43321020116826453,0.4066752232383431,0.4020378195289672,1
scheduler,1,3,9,29,80,183,362,826,1698,0.7070613491676312,0.6080185448959766,0.6984800269600212,0.6321228377566874,0.6485446551142268,0.6197792349430491,0.5778320937618471,0.5518290206549462,0.5290829025339918,1
cook-off,4,7,16,44,134,273,553,1034,1903,0.6766662265130541,0.6794460589197391,0.6501661486095189,0.6059073813708522,0.5553658279698783,0.49872242589099147,0.45922429430479533,0.4404093497443107,0.40217810923209923,1
infill,18,41,95,216,440,865,1590,2778,4515,0.46862958144582795,0.3991845819277116,0.39711917092983473,0.3615369828569095,0.32491861001742794,0.31562836567120867,0.3041868798473473,0.3155981884060755,0.30769046766101127,1
merengue,5,15,36,88,193,371,755,1527,2893,0.7228825493726742,0.5048783994899206,0.5078643421876691,0.44075304862483305,0.3502021646406068,0.31299363073383535,0.2639352273137621,0.24392432682000806,0.21628582413338873,1
wavefront,188,313,532,911,1459,2214,3238,4601,5000,0.4419483689385634,0.4319296506486367,0.40603810073087054,0.3866519020732101,0.36591084628658316,0.3561949932098528,0.3452298039047367,0.33418702751288415,0.33292385492003523,1
noncredit,35,83,149,313,584,1055,1818,2942,4521,0.6091575758458067,0.5435588970002009,0.5481036221295387,0.526082848715119,0.49678269664542646,0.46186795718440593,0.436723651672423,0.41614092551576093,0.3961671690466369,1
point-and-shoot,4,14,30,83,195,441,964,1924,3586,0.5152910249013462,0.5291635674588667,0.49894211711252734,0.5310374618057291,0.5410401258394418,0.5068174752968659,0.49638390694051854,0.4614132152820903,0.42628414755514776,1
bodysuit,377,482,635,804,1101,1614,2511,3937,5000,0.39837004356342454,0.3879341754968804,0.3644108468716721,0.35874231736004375,0.35991857668425314,0.32447915433627067,0.30314322798031,0.2714579135243382,0.2559699448708744,1
queso,414,576,836,1297,2056,3093,4567,5000,5000,0.3625997364932604,0.31174473650554124,0.2656696096650159,0.2123866989969535,0.16211762806277008,0.1479382278538962,0.14993850605432724,0.15165421997317552,0.15165421997317552,1
quote-unquote,0,0,7,61,235,702,1567,2945,4770,NaN,NaN,0.4374313842403333,0.381921176583947,0.37216198460606303,0.3404656863432862,0.3203695740999774,0.3128407668131332,0.29826707781769807,1
criminalist,1,4,25,73,200,487,1075,2133,3824,0.7791537667698658,0.7099114507831505,0.39594664448361383,0.3890724989757163,0.3446461446944688,0.310094059988893,0.3088103360581352,0.3102227243158212,0.3095421398340988,1
run-and-shoot,4,7,13,46,92,179,349,902,2200,0.7681577884570119,0.8039131835784769,0.7541470294489793,0.6733977575853237,0.6708225462408727,0.6255263244919338,0.5465218963342324,0.4551755153905431,0.38598726707042746,1
fifth-grader,0,5,33,103,274,657,1315,2431,3926,NaN,0.5792979476808597,0.4438690050395506,0.400982819087859,0.33967418065691224,0.31472596841577366,0.30029143040239586,0.2960426236620711,0.2881974953593502,1
quick-release,128,234,443,778,1251,1970,2989,4355,5000,0.4935310212899625,0.46109619404705393,0.4078332465595139,0.3931839450564663,0.3645934560540401,0.349478105310612,0.34076858589252523,0.3282666102173397,0.3231806399358526,1
atrazine,114,287,516,822,1187,1682,2399,3407,4759,0.6005096994085753,0.5624291238238016,0.5245685188618502,0.5025164549119171,0.4818347919805962,0.4533699617130036,0.4246597268692372,0.39159312944827507,0.373712182495436,1
bonobo,1,2,17,35,88,179,354,696,1493,0.42530830025684413,0.23092144746444518,0.3622542640252386,0.3240381117419099,0.2839113466166058,0.25355232041501446,0.2299666143713061,0.21253146565971132,0.20674818383048063,1
otolaryngologist,30,69,138,225,380,571,844,1277,2114,0.6225875071785489,0.6662845486121745,0.6487887495434164,0.6291682536241566,0.5979842645867045,0.5754198770925727,0.5355668955675762,0.5022132236154061,0.44637534127058426,1
skybox,0,0,2,12,38,111,324,792,1745,NaN,NaN,0.7673817271204806,0.657689214632687,0.6652073002014273,0.5729914212585764,0.5593256080937203,0.5244431161148791,0.4896507760594402,1
polyimide,911,1319,1788,2350,3039,3995,5000,5000,5000,0.39622569493847687,0.3790036875567849,0.37132332259885825,0.3591939670870008,0.3476464517271421,0.343533153997856,0.3380159707766472,0.3380159707766472,0.3380159707766472,1
all-wheel-drive,21,33,75,132,260,474,917,1725,3126,0.6603111998514611,0.6517104733826343,0.6107628568578453,0.5944660673495854,0.5543023611442146,0.533801445404394,0.4991274210695259,0.46834669615905195,0.4261954041991006,1
bpg,64,145,390,771,1376,2233,3400,4814,5000,0.2267564474405679,0.1782142033064417,0.1339962932881175,0.1331633779126384,0.14498668811159374,0.16950238877376117,0.199808525381296,0.22579549312849825,0.22798802055712059,1
meaning-making,474,815,1300,2035,2920,4085,5000,5000,5000,0.397800760873481,0.3712553350828995,0.34282827892348217,0.32366503957654436,0.3118173070750567,0.29831662907305756,0.29361801795518033,0.29361801795518033,0.29361801795518033,1
listserv,0,0,1,9,41,145,326,749,1640,NaN,NaN,0.8323983640114926,0.648418375942414,0.6033045698575837,0.5299173219723777,0.4918862435841792,0.44419000167691525,0.4104341226587481,1
cross-sex,13,26,62,177,439,1013,1951,3436,5000,0.6132523427840307,0.575793413952576,0.519319045024831,0.45746966085915935,0.4367149416746404,0.3828633708511961,0.353816898465404,0.3279660529603082,0.3154083585546045,1
workflow,13,40,99,280,598,1172,2053,3284,4907,0.5236197470758824,0.5586736261591524,0.5373163899974891,0.4882223430786354,0.4569391454927706,0.4463127416973445,0.425981763282466,0.41059688424308105,0.39051990930530006,1
triathlete,6,10,32,92,214,440,872,1542,2686,0.5644474242926509,0.6765642240284235,0.6924387578878323,0.6336259428850406,0.6067142859690597,0.5690008655949332,0.5192119950727399,0.485359412641454,0.43554383049974393,1
anti-terror,99,216,404,662,1013,1506,2160,3100,4213,0.5808165205623883,0.5782736186403352,0.5577520708310644,0.5537549959002346,0.5355101440367358,0.4942967704841663,0.4638746208271476,0.4361735903263262,0.4128751268784848,1
waypoint,1,6,23,82,222,517,1049,1963,3430,0.3698256756167369,0.42960207926935673,0.5717311262041485,0.4537150250061229,0.43963034120572814,0.43027854965293033,0.4023656167191091,0.3854258306056056,0.3591503416887008,1
reader-response,15,34,102,241,491,929,1627,2690,4254,0.5771210128765707,0.5708167176566358,0.4789027330390408,0.44338228538860014,0.4065054999857923,0.37492326578282575,0.3704125778918588,0.3540408388532344,0.3328107408400729,1
p-value,51,127,294,540,1020,1724,2796,4148,5000,0.41600841783436654,0.416230599803846,0.4074730595107361,0.39630829964073716,0.3703208286502153,0.355261103685537,0.3367961020064337,0.3262099075363184,0.31784550985440635,1
micromanagement,51,153,329,642,1112,1812,2837,4064,5000,0.5771696732199464,0.5713403626934415,0.52809738854832,0.4878563410291768,0.4506240610391616,0.4156302927016029,0.3908490139372519,0.37054928841109547,0.3607917238158917,1
maquiladora,7,24,69,148,315,650,1143,1947,3142,0.6142741192602654,0.6258480554849918,0.5852767740954667,0.5694940415824805,0.5518478398454616,0.5226890048854792,0.5047385266071075,0.48864218751338795,0.4613253355155097,1
voice-over,0,0,0,0,1,15,80,319,925,NaN,NaN,NaN,NaN,0.023374100418794893,0.42988330168550265,0.4804608161592355,0.4640185628228421,0.43779395947402816,1
video,0,1,1,5,24,53,135,360,885,NaN,0.6496804009072564,0.6496804009072564,0.7298147677046403,0.7136166142919418,0.6644580535135407,0.6053553588217607,0.5740915277984577,0.5341602337539593,1
software,9,20,41,76,151,303,602,1106,1926,0.5681757122123163,0.5379948956254823,0.5508947724882653,0.589901966245801,0.57402546950948,0.5762890655666665,0.5576745256228998,0.5369039632040554,0.5121895971645312,1
gender,2,2,4,30,113,301,771,1601,2923,0.3223814995344281,0.3223814995344281,0.3696294824120645,0.42026888587148015,0.46673937377744845,0.46412498994827395,0.4330050980527531,0.3988911542789844,0.3690603448363796,1
e-mail,0,0,2,6,12,25,63,181,486,NaN,NaN,-0.04971745245988851,0.4200910537394618,0.48856503279168134,0.5925626918090311,0.5510546474084823,0.46411849173105696,0.4107089348399222,1
teaspoon,85,159,271,454,686,1059,1670,2693,4317,0.3662597100204405,0.36556986982479495,0.36196832515726146,0.34427945783615355,0.33517204102251086,0.33103156765045744,0.31872809067179464,0.293232644035979,0.2805144611787219,1
infrastructure,16,44,115,251,482,863,1482,2439,3727,0.6558359376534314,0.6299182231979965,0.5871787342210627,0.5576003525887807,0.5542847439929036,0.5176937773179483,0.49676822616649985,0.4557306065887303,0.43313311740983584,1
feedback,0,0,1,2,5,26,99,371,1071,NaN,NaN,0.6181630546955624,0.7611278938539905,0.6605824714120503,0.5490650283197054,0.40100492357744927,0.39755998094936756,0.3804687672003509,1
lifestyle,1,1,2,4,15,63,259,840,1953,0.6496804009072564,0.6496804009072564,0.7722086215062598,0.3922925038665841,0.5200027091428966,0.34914960106855697,0.41611933373106186,0.3825311089616812,0.3706378705726662,1
youre,0,0,0,1,4,40,112,284,594,NaN,NaN,NaN,0.2285590766245689,0.31804346952105716,0.43654159696536843,0.38443157309611614,0.36080669103568486,0.35124596897848165,1
metro,0,1,7,20,61,130,298,611,1220,NaN,0.8823529411764706,0.8262980897819059,0.661499786688827,0.6320340054808331,0.5819487754695621,0.535919134925395,0.5085497690474805,0.48464648267896787,1
database,3,3,5,18,53,151,386,880,1796,0.8816167641760235,0.8816167641760235,0.7681298749416154,0.6668375981387,0.5801069722399637,0.5313755329983588,0.5061037968934734,0.46351849610591733,0.44636349385876767,1
website,0,0,1,3,7,18,71,218,615,NaN,NaN,0.8370952383667944,0.8651536534067065,0.7980245091656238,0.7440088185980761,0.6262044646830601,0.5705703527838992,0.5035967348215074,1
pasta,231,319,437,585,793,1101,1595,2517,4087,0.4696631615868608,0.4077593640286551,0.40055650909063173,0.37571942490971394,0.341496595156714,0.3135806437735217,0.2910700278103455,0.25717799238887107,0.2427906168156847,1
tablespoon,95,184,296,458,670,994,1550,2443,3878,0.37150584748172105,0.4032718602417826,0.3793237796207281,0.35117700363805354,0.3397999537792876,0.33511844663193424,0.3226603457198375,0.300320797474893,0.2769919071187113,1
update,0,0,0,0,2,14,62,228,713,NaN,NaN,NaN,NaN,0.6358002331953201,0.6823470087750573,0.6035966501827014,0.5283865082671264,0.5001106702957818,1
workplace,0,0,1,11,46,182,492,1171,2242,NaN,NaN,0.5461186812727501,0.47245539854311835,0.5243635228872066,0.503746884686949,0.47202151651639307,0.4598350815883976,0.4275407885469343,1
healthcare,6,12,34,78,189,363,680,1205,1989,0.6685859799698809,0.6402144254007199,0.6139591503683874,0.5808537398963494,0.5800541431779488,0.5703529622611471,0.558903130374009,0.5342868952156533,0.5012395170391578,1
fax,1,1,3,5,9,16,24,60,128,0.9374857973189997,0.9374857973189997,0.900055779695924,0.7649349285260654,0.7312814864491096,0.7278806497196981,0.7003161705679575,0.5257525604615434,0.4877508376932589,1
workout,0,0,0,4,12,26,93,223,614,NaN,NaN,NaN,0.7542490039164702,0.7266134884333603,0.6762121289078045,0.5819972114515353,0.5501042446815272,0.5230842733509571,1
regression,0,0,0,0,1,8,33,143,444,NaN,NaN,NaN,NaN,0.8469511393076916,0.5995465035720008,0.5190755235767522,0.5023088821686101,0.47543717360855425,1
parenting,1,1,2,2,7,27,71,195,500,0.9167990748426075,0.9167990748426075,0.5610827159558754,0.5610827159558754,0.7378126536336067,0.6019021560963093,0.5193149901219593,0.4725481112575795,0.44342718235257944,1
ethnicity,1,2,8,20,92,278,631,1305,2385,0.15789473684210525,-0.38183694530443757,0.3009674088844718,0.3748707208560458,0.4856820546330855,0.4748043454960422,0.43612972758313917,0.40874538908471697,0.38097098794966244,1
baseline,0,2,3,21,49,141,351,768,1579,NaN,0.5383556202501222,0.5396835179121683,0.508390040700814,0.4845434629398037,0.49201776790797613,0.47178131596876255,0.4572179681760966,0.45337756970396476,1
ecosystem,1,5,12,35,103,253,602,1388,2690,0.6496804009072564,0.45568283871546694,0.5661724841811973,0.5312147673932018,0.43473535714625683,0.36725498065030293,0.3361437595742496,0.3201050859838538,0.3060660283587617,1
processor,1,1,1,5,15,84,282,711,1484,0.7375821265214417,0.7375821265214417,0.7375821265214417,0.4952597956321928,0.49835016574758956,0.44239408057736007,0.43452689537786093,0.4283072410563287,0.40427411669435365,1
ppg,0,0,0,3,9,52,156,404,926,NaN,NaN,NaN,0.5052237470374915,0.5267633678799013,0.47691057462121544,0.4864531629546745,0.4316416538289176,0.40825836069105664,1
spokeswoman,1,1,1,1,4,7,19,68,148,0.9917440660474718,0.9917440660474718,0.9917440660474718,0.9917440660474718,0.804674430082915,0.7497876975134842,0.7460338805146001,0.6272610165417719,0.5957379712655885,1
icon,0,1,2,9,34,127,379,972,2092,NaN,0.890608875128999,-0.02786377708978327,0.13396070456548584,0.4491619165166788,0.47614784097613794,0.4217725964447756,0.4131964169998577,0.3858090124229234,1
globalization,29,57,138,310,612,1092,1831,2853,4185,0.6882241571076106,0.6661336579663292,0.6236709556992689,0.5846754423038661,0.5399653428989423,0.4960899843776545,0.44901859211534495,0.41049660255402254,0.37907471868492526,1
email,0,0,0,1,3,9,25,81,252,NaN,NaN,NaN,0.5739412482488021,0.07510769580542971,0.5123720729750939,0.45900174778518676,0.40916401354986676,0.3358026492602461,1
governance,4,24,100,272,617,1145,1952,3051,4414,0.3984951015646111,0.49128104602875594,0.5199876145891446,0.47895464783503966,0.4552252133651192,0.42248774008237927,0.395226574467029,0.3662152191038324,0.3450765312280765,1
interface,2,14,54,136,268,517,989,1884,3284,0.5987892516337532,0.5325322518008716,0.5390709122906306,0.5199331975856443,0.4992335068674263,0.47647496600356215,0.44604732271969005,0.41647111958886557,0.3910970311562749,1
workforce,3,7,20,48,144,303,609,1157,1986,0.4680005768313625,0.4993053714809292,0.6339126994511506,0.5999070249255144,0.5799902588097919,0.5581167379546067,0.543267056966084,0.5020186417510298,0.4695939211297175,1
laptop,8,21,48,91,200,363,717,1309,2311,0.7533692531830501,0.6883875624400444,0.6882894967000465,0.6895060723382531,0.6576331576960217,0.6075836042400782,0.574196243538992,0.5343732897763716,0.4960604520191998,1
biodiversity,2,4,6,14,26,71,218,556,1285,0.8021363820841751,0.7874833599617564,0.7186441192727262,0.61350029138422,0.5295328851075687,0.4883674615191584,0.4700002275496821,0.4465976784596373,0.42665709883178743,1
info,0,0,0,0,0,1,4,11,46,NaN,NaN,NaN,NaN,NaN,0.6181630546955624,0.22438907727185273,0.15973313552776175,0.17993541108041555,1
blog,0,0,2,4,10,28,81,219,562,NaN,NaN,0.844536175088998,0.7543144027121448,0.6430753083404512,0.6642373496616318,0.6039382145876928,0.5376797835362962,0.4832115406612413,1
outreach,4,13,26,70,146,279,523,973,1802,0.7089069007794293,0.6648754443815922,0.6548598884296718,0.612689221338502,0.5711651217672468,0.5522224508251259,0.5216914333565607,0.482141862743537,0.45344859708850305,1
preschool,4,7,11,22,36,72,143,275,547,0.8253987184563345,0.6408550764360077,0.5157461868502188,0.4718834021441145,0.5170949132068388,0.5368146582757699,0.509191835445714,0.5039534130811933,0.48450609130362426,1
privatization,33,78,193,400,704,1188,1907,2834,4146,0.5841002417311892,0.6086469377129619,0.5948642161651148,0.5868254344089385,0.5598739686260077,0.5176577335148618,0.48417536658481397,0.4463232609070899,0.41190469460858425,1
overview,0,1,2,6,9,21,46,140,367,NaN,-0.23219814241486067,0.34571723426212586,-0.3374613003095976,-0.1829556767600551,-0.035039687628968745,0.16846670920194076,0.2910141149045859,0.35864329569007,1
watercolor,1,2,4,8,17,38,85,220,461,0.4636484125812683,0.34034989182854,0.18633849414390793,0.17816695830412643,0.22514733625632996,0.22778565620478647,0.18069025267501515,0.21838256869194533,0.22908463565275405,1
backpack,80,156,305,576,988,1701,2623,3844,5000,0.5135237177021879,0.52477630281237,0.4982515269327786,0.4747386191742529,0.4313827642438673,0.39400276735602924,0.3677195644460028,0.3521325239800742,0.3377632454470323,1
download,0,0,1,5,10,35,85,225,580,NaN,NaN,0.6465034796314264,0.6883587292744731,0.604501448614076,0.554674341370939,0.4918532299460209,0.49521227083135944,0.457932991745804,1
artwork,4,10,33,90,184,368,782,1644,3117,0.18884950667550837,0.09437081230065017,0.22078453952407143,0.3073984337313962,0.29969116200753687,0.2938004040312696,0.28748327401063406,0.27789406328987926,0.27615689587666015,1
hip-hop,5,11,21,35,81,171,408,816,1683,0.7545182285365594,0.7131715159254799,0.7196345941291615,0.7005543059757187,0.6813696919388749,0.6310969959298521,0.5828380146686785,0.524741136111333,0.4737674901587111,1
peacekeeping,1,7,16,55,141,327,629,1175,2122,0.7588161343935688,0.6640593491095853,0.6237382252760333,0.6201148776465131,0.5971094612701087,0.5389675392164659,0.5045253753606024,0.4688486245940657,0.4222064672443886,1
salsa,83,146,239,357,503,679,953,1463,2472,0.5948105101983625,0.547802405614701,0.4977014291366014,0.45950915801015807,0.43598051784984476,0.4032023733094133,0.37171266808171466,0.3305540791946134,0.29346733182209894,1
same-sex,0,1,3,6,14,39,108,304,822,NaN,0.7502579979360166,0.5904262724872547,0.49642133675783695,0.42953787821978284,0.31690165898258804,0.37065415686249115,0.3681193232930706,0.34769461643871585,1
multimedia,3,10,25,49,111,225,446,833,1439,0.44694603183725884,0.4993271583273722,0.5366625225237686,0.5848052665384967,0.6084117158361833,0.579750854136516,0.5733571006562798,0.560386998929111,0.5334271553164605,1
genome,0,0,0,0,3,20,74,256,669,NaN,NaN,NaN,NaN,0.6091750853113289,0.4947354964559304,0.5192604916798021,0.4733101412251156,0.4412018127284074,1
predictor,1,1,5,9,19,45,141,376,913,0.9387791301131162,0.9387791301131162,0.6732479275205755,0.5903965821026527,0.6017092429930809,0.5299902306656765,0.505549129218829,0.4729833091756584,0.44263058315934634,1
autism,5,15,38,78,160,301,504,825,1375,0.7876590318658805,0.6866244993698633,0.656217906656033,0.642409228654421,0.6132511243162379,0.5934698245262187,0.5636461763713431,0.5609359042728513,0.5213558149424155,1
sensor,158,257,406,648,997,1498,2262,3336,4798,0.6042351155683091,0.5906762239733352,0.5529836277901348,0.5277906863727081,0.4993259078696723,0.48557890851054875,0.4636285122221101,0.44253163942766277,0.4225449011799419,1
cilantro,227,342,485,701,1005,1502,2249,3491,5000,0.42034364168610794,0.3651808700110383,0.33282606466549103,0.3211929701676965,0.29707239224627724,0.2776140526812008,0.27029864714520857,0.25161558286154834,0.23739423474506266,1
sustainability,2,3,20,68,211,489,930,1649,2702,0.8021363820841751,0.7311972202782782,0.6107030997153606,0.6105814052824434,0.5515783013977564,0.5222238997046803,0.4847068896807467,0.4604059523389077,0.4279208870942289,1
empowerment,1,6,15,66,175,389,833,1597,2746,0.8064063513792975,0.5363241990372797,0.6083060455619284,0.5617968162773241,0.5234849109965449,0.5122679932065217,0.4499683915660673,0.4287830382830075,0.39084985882274165,1
condom,0,0,0,0,0,4,16,52,253,NaN,NaN,NaN,NaN,NaN,0.762975441625245,0.7167497126204796,0.5782200163289188,0.5138478142678693,1
self-efficacy,0,0,4,31,91,293,788,1680,2974,NaN,NaN,0.5593955408554765,0.5871976302551251,0.526762753109083,0.4819762586779586,0.4386729770347453,0.41525426630104134,0.39664460709367216,1
ethanol,18,56,130,267,502,882,1480,2307,3493,0.6889374306294765,0.6508022464757557,0.6126687918496843,0.5761466860044716,0.5304561643769932,0.5028152184911364,0.48058513758260957,0.45359959551184054,0.43280372421747315,1
anthrax,1,5,20,57,116,234,424,750,1272,0.8245614035087718,0.6252927076382979,0.5491015187331572,0.5566825950559295,0.567356786528268,0.5546516084181676,0.5406641541787847,0.5267525811380006,0.5001780307666365,1
tsunami,1,1,2,5,11,37,80,181,465,-0.4633642930856553,-0.4633642930856553,-0.3075335397316821,0.4026432852871462,0.24178883614226085,0.40196539318556374,0.47129034461522706,0.40462518283100374,0.41770212641932714,1
rehab,0,1,3,4,9,35,84,228,634,NaN,0.6242650307006157,0.7363447925099852,0.7644244575728936,0.7205513753238342,0.6871364915552686,0.6403020820043533,0.6041866807962221,0.5108457965392615,1
filmmaker,12,32,52,116,233,419,714,1188,1949,0.27928607969160646,0.5564132933438157,0.6023413150425446,0.6065695680110674,0.5951078450583479,0.5601061504215273,0.5379861631304532,0.4790807888671129,0.44330444520376977,1
subscale,0,0,0,0,8,34,140,489,1259,NaN,NaN,NaN,NaN,0.5012335050745429,0.5411034343027454,0.45416575004517246,0.42526306905125455,0.39181914009860747,1
def,0,0,0,0,0,2,15,68,202,NaN,NaN,NaN,NaN,NaN,0.7537405821438634,0.5507923257850247,0.5112181160797293,0.42468601906422226,1
entitlement,5,13,49,174,435,966,1889,3107,4605,0.4597043383984518,0.5143798257399511,0.5114541197517476,0.4934915766663759,0.4395116242673424,0.3907405969389287,0.35296416747693155,0.32717394889561663,0.30887796221657265,1
tsp,51,89,166,322,544,878,1428,2311,3903,0.38786548372109864,0.3844683127887242,0.38902789234116186,0.3872110543998274,0.3702066652569735,0.36064274727946627,0.33429612791442875,0.3203360543051485,0.30390031138591844,1
condo,11,15,28,58,120,266,493,1031,2015,0.7079457589921465,0.5434857999717309,0.5436584163758709,0.52610785771119,0.5218117592792592,0.47836765876539566,0.43846716979723704,0.39243060920287104,0.36498341795438705,1
bailout,5,21,44,111,213,359,673,1175,1900,0.7115726673664022,0.6720522091658863,0.6277505813996661,0.5913868475171417,0.5514278973191411,0.5269936986965302,0.5007700287433511,0.4848917794356806,0.4588651346033985,1
groundwater,24,46,76,142,258,477,933,1629,2616,0.5983934385972972,0.5769127663034738,0.5237648754260233,0.4695678917822727,0.47489760063800185,0.4904928396243774,0.459373806889765,0.43354623341587434,0.4203065177459461,1
downside,0,1,1,1,7,38,120,438,1215,NaN,-0.23013415892672856,-0.23013415892672856,-0.23013415892672856,0.16574800132015172,0.38898505068389366,0.4016983504257639,0.4254038158872711,0.4038208345594448,1
landfill,3,8,17,44,96,195,463,1032,2076,0.7807840680221525,0.7215848553158773,0.578407308112894,0.5681584481173144,0.5708470481424864,0.5293745672235852,0.45333284538726853,0.41341081230919924,0.38604613239542473,1
algorithm,0,5,10,55,184,386,792,1433,2417,NaN,0.6157203188323137,0.5832355243199523,0.46591926835702696,0.4692851103923815,0.4466019620188035,0.42386766165092105,0.3992054132983365,0.38248750836064577,1
wastewater,14,25,49,114,247,492,925,1655,2660,0.5741742562071357,0.5544360631107542,0.5653660992141242,0.5448669428613692,0.5029101086951511,0.4795753155860347,0.4669310583415719,0.450540631317776,0.4349413790576333,1
spokesperson,2,2,2,5,8,20,51,125,312,0.6901726642413171,0.6901726642413171,0.6901726642413171,0.7771966784909199,0.8117954231363943,0.7595945478297339,0.7068446507645847,0.6612649231376488,0.5986926794170898,1
postseason,35,64,92,126,181,268,363,512,841,0.7341628322827735,0.7524100262903244,0.7407200649630934,0.7255816229996289,0.6964757122156199,0.6766685712958738,0.6689549787381401,0.6301105799768096,0.5756309360826879,1
dysfunction,201,320,470,651,969,1365,2039,2963,4270,0.5727011188179599,0.5573355348693328,0.5337405102057066,0.5053179327950754,0.4671812098674295,0.43984062616489455,0.40616728745412073,0.3783506319335161,0.3500628042813058,1
sitcom,2,2,6,17,39,82,175,401,904,0.845889719281889,0.845889719281889,0.7807298612485615,0.7429598414281331,0.7316633557102642,0.6938028904187432,0.6685588892888418,0.5643143571597047,0.5165490926700307,1
analog,6,23,55,104,186,316,559,1078,2103,0.574420699624735,0.5954593918496862,0.5894140823270225,0.5768880742079167,0.5687687501815396,0.5412880703448036,0.509394393923752,0.47665060814301247,0.44828084187359496,1
tofu,303,395,522,659,879,1150,1618,2363,3509,0.44734520478997275,0.4279568954436575,0.3885517633497642,0.36190086455056136,0.34125509087354555,0.32099232857831855,0.3086449015347543,0.29102058446987483,0.2762041967749395,1
